"","i","avg_r","age","sex","born"
"375","GA2374",0.00606546995108316,32,2,1
"376","GA2268",0.00476065688329839,39,2,1
"377","GA1494",0.00890985324947589,31,2,1
"378","GA1988",0.0062783892382949,36,2,1
"379","GA3130",0.00607092941998602,32,2,1
"380","GA1383",0.00733752620545073,39,2,1
"381","GA2828",0.00733752620545073,38,2,1
"382","GA640",0.00554682040531097,35,2,1
"383","GA3231",0.00655136268343815,40,2,1
"384","GA1969",0.00278432914046122,37,2,0
"385","GA575",0.00139762403913347,43,2,1
"386","GA2401",0.00624563242487771,30,2,1
"387","GA2722",0.0076869322152341,31,2,1
"388","GA2323",0.00449860237596087,32,2,1
"389","GA1285",0.001659678546471,41,2,0
"390","GA2065",0.00253319357092942,35,2,1
"391","GA3155",0.0107879105520615,31,2,1
"392","GA2838",0.00209643605870021,32,2,1
"393","GA744",0.00524109014675052,39,2,1
"394","GA568",0.00835298742138365,38,2,1
"395","GA1184",0.00139762403913347,37,2,1
"396","GA2696",0.00340670859538784,32,2,1
"397","GA1476",0.00799266247379455,43,2,1
"398","GA3287",0.00799266247379455,31,2,1
"399","GA687",0.00410552061495458,33,2,1
"400","GA1172",0.0102528825995807,35,2,1
"401","GA202",0.00761049965059399,31,2,1
"402","GA3619",0.00480433263452131,40,2,1
"403","GA737",0.00323200559049616,39,2,1
"404","GA3589",0.00750131027253669,38,2,1
"405","GA2946",0.00761049965059399,29,2,1
"406","GA10",0.00141946191474493,35,2,1
"407","GA775",0.0062783892382949,46,2,1
"408","GA529",0.00148497554157932,52,2,1
"409","GA210",0.00318832983927324,44,2,1
"410","GA1115",0.00800358141160028,46,2,1
"411","GA700",0.00393081761006289,36,2,1
"412","GA2808",0.0131027253668763,43,2,1
"413","GA51",0.00227113906359189,49,2,1
"414","GA3425",0.00174703004891684,43,2,0
"415","GA1563",0.00676974143955276,49,2,1
"416","GA871",0.00576519916142558,50,2,1
"417","GA3118",0.00262054507337526,46,2,1
"418","GA3330",0.00589622641509434,44,2,1
"419","GA3448",0.00504454926624738,46,2,1
"420","GA1256",0.0164220824598183,51,2,1
"421","GA2512",0.0111809923130678,53,2,1
"422","GA2922",0.00521925227113906,58,2,1
"423","GA1896",0.00628930817610063,45,2,1
"424","GA2044",0.00480433263452131,54,2,1
"425","GA2766",0.0106787211740042,47,2,1
"426","GA3439",0.00384346610761705,45,2,1
"427","GA444",0.0068570929419986,49,2,1
"428","GA1486",0.00548130677847659,45,2,1
"429","GA3116",0.00650768693221523,47,2,1
"430","GA2944",0.00379979035639413,50,2,1
"431","GA3624",0.00279524807826695,44,2,0
"432","GA1630",0.00296995108315863,50,2,0
"433","GA3354",0.00802541928721174,49,2,1
"434","GA537",0.00113556953179595,52,2,1
"435","GA3288",0.00836390635918938,44,2,1
"436","GA1680",0.00279524807826695,47,2,0
